2015 JCA NAME,Count,E1,E2,E3,E4,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,M1,JCA ID,JCA Definitions
Core and Specialty Medical Education and Training Programs,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1.4.3.5.1,"The ability to provide effective core medical education and training programs and specialty medical education and training programs to officers, enlisted and civilian personnel to meet the training and certification requirements for their military specialty code(s) and civilian position(s). Core and Specialty Medical Education and Training Programs require the ability to ensure education and training competencies support contingency operations, combatant commander requirements, and the peacetime medical mission; the ability to provide basic and specialty medical education and training which meet or exceed specialty certification and training requirements while focusing on care delivery during global contingency operations and the ability to evaluate education and training programs using evidence-based design to enhance core competencies."
Core Enterprise Services,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.2.3,"The ability to provide awareness of, access to and delivery of information on the DODIN via a small set of CIO mandated services."
Corporate Management and Support,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,"The ability to develop a network of host-nation relationships activities, and footprint of facilities and forces through decision-making and diplomatic efforts which enable relevant and flexible forward U.S. military presence for contending with uncertainty and shaping the strategic environment."
Counterintelligence (CI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.4.2,"The ability to gather information and conduct activities to identify, exploit, or"
Create and Sustain the Healing Environment,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1.4.3.8,"The ability to program, design, and build health facilities that promote safety, efficient care delivery, patient empowerment, and promote healing through aesthetic qualities (includes the ability to fully sustain existing health facilities to ensure a consistent level of reliable infrastructure and systems operations)."
Credentialing and Privileging,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.4.3.4.2,"(1) Credentialing: The ability to confirm the qualifications of health care providers, including collection, verification, assessment and interpretation of practitioner information and documents, such as appropriate education, training, licensure, experience, and expertise. (2) Privileging: The ability to grant permission and assign responsibility to a health care provider to independently provide specified or delineated health care within the scope of his or her license, certification, or registration. Clinical privileges define the scope and limits of practice for individual providers and are based on the capability of the health care facility and on the licensure, relevant training and experience, current competence, health status, judgment, and peer and department head recommendations regarding the health care provider. Credentialing and privileging require the ability to validate professional licensure, education, and training; archive and report qualifications of health care providers; track required provider data; and communicate permissions to health care providers."
Cultivate Coordination with Partner Organizations,12,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5.1.1.2,"The ability to align or synchronize interdependent and disparate entities, including their associated processes and capabilities to achieve unity of effort."
Cultivate Relations with Mission Partners,7,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,5.1.1.1,The ability to exercise authority and direction by a properly designated commander or decision maker over assigned and attached forces and resources in the accomplishment of the mission.
Cyber Network (SC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.1.4,"The ability to access and gather data from automated information systems, networks, and data bases."
Cybersecurity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1.3,"The ability to provide the measures that protect, defend and restore information and information systems."
Cyberspace (ENK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.4,"The ability to non-kinetically engage a moving target consisting of a region rather than a single point. This includes circular, linear, and irregular shaped targets."
Cyberspace (MTE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.1.7,"The ability to maneuver to engage on the surface of the oceans, seas, bays, estuaries, coastal areas, and the littorals."
Cyberspace (MTI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.2.7,The ability to maneuver to insert on the exterior or upper boundary of the sea.
Cyberspace (MTInfl),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.3.7,The ability to maneuver to influence on the exterior or upper boundary of the sea.
Cyberspace (MTS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.4.7,The ability to secure the surface of the sea.
Data Transformation (PE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3.1,"The ability to select, focus, simplify, tag and transform overtly or covertly collected data into human or machine interpretable form for further analysis or other action."
Decide,5,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,5.4,The ability to select a course of action informed and influenced by the understanding of the environment or a given situation.
Deep Water (EKFU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.1.3.4,The ability to kinetically engage targets under water at a depth of 0-10 feet.
Deep Water (EKMU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.3.5.4,The ability to kinetically engage targets under water at a depth of 0-10 feet.
Deep Water (EKSU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.2.3.4,The ability to kinetically engage targets under water at a depth of 0-10 feet.
Defeat EXplosive Hazards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6.2.1,"The ability to apply site- and threat-adaptable plans and designs, advanced construction techniques and materials in order to enhance the prevention or mitigation of hostile actions against materiel resources, facilities and infrastructure."
Defensive Cyber - Internal Defensive Measures,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.1.4,"the ability to dynamically reestablish, re-secure, reroute, reconstitute, or isolate degraded or compromised local networks ensuring sufficient cyberspace access for joint forces."
Defensive Cyber (DC) Response Actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.4.2,The ability to non-kinetically engage moving targets below the surface of a body of water.
Define and Prioritize Requirements (P&D),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.1.1,The ability to translate national through tactical objectives and needs into specific information and operational requirements.
Define Associated Community,7,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,5.2.3.1,The ability to identify relevant stakeholders.
Define Knowledge Structure,7,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,5.2.2.3,"The ability to organize information into cogent, actionable context."
Define Structure,8,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,5.1.2.1,The ability to facilitate professional and personal relationships with military and civilian counterparts.
DEFINE THE HEALTH BENEFIT,13,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1.4.2.1,"The ability to identify and plan for specific healthcare needs associated with a population of eligible beneficiaries and continuously measure, monitor, and positively influence health and wellness through evidenced-based preventive and interventional healthcare services."
Deliver and Adjust Influential Content,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8.1.3.3,"The ability to use selected senders and media to deliver themes, messages, information, and indicators to an adversary or competitor to respond in a manner that is in the interest of U.S. Government goals and objectives plans and, if required, recommend modification to theme, message, senders or medium."
Deliver and Adjust Information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1.1.3,"The ability to understand the attitudes, opinions grievances, and concerns of partners and use selected senders and media to deliver themes, messages, and objective information in accordance with U.S. Government goals and objectives, and, if required, modify to themes, messages, senders or medium."
Deliver and Adjust Persuasive Content,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.1.2.3,"The ability to use selected senders and media to deliver themes, messages, information and indicators in accordance with U.S. government goals objectives, plans and, if required, recommend modification to theme, message, senders or medium."
Deliver Non-Unit-Related Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1.2.1,"The ability to move forces, equipment and initial sustainment over intertheater distances."
Deliver Non-Unit-Related Personnel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1.2.2,"The ability to move forces, equipment, and initial sustainment within theater operational areas and over intratheater distances."
Dental Care,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1.4.1.11.3,The ability to ensure that detainee dental care is conducted in compliance with the provisions of the Geneva Convention and our nation’s stance on human rights.
Deny Movement and Maneuver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6.2.3,"The ability to employ engineering capabilities and activities that support the maneuver of land combat forces and that require close support to those forces. Combat engineering consists of three types of capabilities and activities: mobility, countermobility, and survivability."
Deployable Scalable and Modular Networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1.2.2,"The ability to design, assemble, transport, and establish mission-scaled networks from adaptable components network modules."
Deployment and Distribution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,"The ability to disrupt, deny, degrade or destroy adversarial intelligence, surveillance and reconnaissance capabilities."
Depot Maintenance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3.1,"The ability to assess in real-time global requirements/demands against available resources and capabilities, make recommendations where supplies should be positioned to include WRM and prepositioned assets, and to mitigate risks."
Detainee Emergency Healthcare,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1.4.1.11.2,The ability to provide emergency medical care and safeguard the health of detained personnel in compliance with the provisions of the Geneva Convention and our nation’s stance on human rights.
Detainee Healthcare,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1.4.1.11.1,The ability to provide healthcare and safeguard the health of detained personnel in compliance with the provisions of the Geneva Convention and our nation’s stance on human rights.
Detainee Medical Care,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1.4.1.11,The ability to provide medical care and safeguard the health of detained personnel in compliance with the provisions of the Geneva Convention and our nation’s stance on human rights. There are three sub-categories to this topic; presented as three separate tables in Appendix A.
Determine End State,6,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,5.3.3.1,The ability to unambiguously define a set of desired final objective conditions.
Determine Opportunities,6,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,5.3.2.3,The ability to assess existing and potential circumstances leading to success.
Determine Partner Requirements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2.3.1,"The ability to assess, identify, understand and prioritize the specific type and magnitude of partner capability and capacity needed to address shared goals."
Determine Utility of Foreign Security-Related Capabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2.4.2,The ability to understand and evaluate the actions and incentives necessary to access the capabilities of foreign governments and institutions.
Determine Vulnerabilities,6,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,5.3.2.2,The ability to assess existing and potential weakness.
Develop and Maintain Facilities,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,4.6.1.2,"The ability to execute and integrate combat, general, and geospatial engineering to meet national and JFC requirements to assure mobility, provide infrastructure to position, project, protect, and sustain the joint force, and enhance visualization of the operational area, across the full spectrum of military operations."
Develop and Maintain Shared Situational Awareness and Understanding,6,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1.4.1.8.2,"The ability to access a common operating picture (COP) presenting current and forecast information on adversary and friendly forces, neutral elements, the environment, and geospatial information. This is accomplished through access to both processed and raw data from sensors, analysts and other sources, and through collaborative analysis and assessment of this data. Commanders will ensure that special care and proper procedures be taken in cases involving the transport or transmission of sensitive or classified information. Situational awareness, transformed into knowledge through synthesis, experience and collaboration, will enable situational understanding."
Develop and Manage Defense Health Program (DHP),7,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1.4.3.6.1,"The ability to effectively forecast, budget, allocate, execute, analyze, balance, and document funds appropriated by Congress exclusively for the health care needs of our active and retired service members and other eligible beneficiaries and their families in a fiscally responsible manner for helping enhance the efficiency and effectiveness of the overall DoD budget. Effectively managing the DHP requires the means to identify and document financial requirements to support specific and appropriate mission elements of the MHS and meet DoD’s Planning Programming Budget and Execution System (PPBE) objectives as well as Congressional budget justification requirements and includes the ability to project price inflation and apply appropriate commodity inflation rates to properly reflect and justify program growth.. Effective DHP execution requires the ability to allocate and track funding distribution and to coordinate with Government Accountability Office (GAO), the Office of Management and Budget, OUSD (Comptroller), the Defense Finance and Accounting Services (DFAS), and DHP Components and requires mechanisms for analyzing and documenting financial impact of proposed congressional benefit changes and/or language on affected MHS elements. Effectively executing the DHP appropriation includes the ability to review and assess direct and purchased health care data to determine the factors/causes of noticeable changes in health care trends as well as the ability to interact with OUSD (Comptroller), DFAS and DHP Components (Army, Navy, Air Force, JTF CapMed, TMA and the Uniformed Services University of the Health Sciences) to monitor requirements and funding for Overseas Contingency Operations, humanitarian, and other contingency missions to determine whether additional resources may be required to sustain affected MHS elements."
Develop Assumptions,5,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,5.3.3.2,"The ability to analyze and build suppositions on the current situation or a presupposition on the future course of events, in the absence of positive proof."
Develop Cognitive Programs and Products,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.1.2.2,"The ability to develop credible, U.S. Government interagency-synchronized themes, messages, information and indicators with associated metrics, which will persuade foreign audiences to accept and support the strategies, policies, and operations of the U.S. Government and its partners."
Develop Courses of Action,5,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5.3.4,The ability to build and refine sequences of activities to achieve a desired outcome or effect.
Develop Influential Programs and Products,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8.1.3.2,"The ability to develop U.S. Government interagency synchronized themes, messages, information, indicators, with associated metrics, to cause adversary and competitor audiences to react in a manner that is favorable to U.S. interests."
Develop Knowledge and Situational Awareness,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,5.2.2,"The ability to apply context, experience, and intuition to data and information to derive meaning and value."
Develop Objective Information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1.1.1,"The ability to develop and integrate U.S. Government interagency-synchronized themes and messages themes and messages, and associated metrics, for presentation, to clarify, reinforce, or improve domestic or foreign audience’s understanding of the strategies, policies, and operations of the U.S. Government and its partners."
Develop Objectives,5,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,5.3.3.3,The ability to clearly define decisive and obtainable goals towards which every operation should be directed in accomplishment of the mission.
Develop Options,5,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,5.3.4.3,The ability to create a potential or series of potential activities or actions to achieve the assigned objectives.
Develop Partnership Agreements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2.1.2,"The ability to negotiate and establish partnership agreements based on prioritized relationships, containing measurable objectives, with domestic and foreign institutions, organizations, and governments."
Develop Strategies (P&D),2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.1.2,"The ability to determine the best approach to collect, process, exploit, analyze, and disseminate data and information to address requirements and predict outcomes."
Develop Strategy,6,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,5.3.3,The ability to create a framework that synchronizes and integrates the resources available to achieve a desired outcome or effect.
Developmental Engineering,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,9.4.3,The ability to evaluate integrated technologies in a realistic operating environment to assess performance or cost reduction potential of advanced technology.
Developmental Testing,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.4.3.2,"The ability to execute a program of record responding to a validated materiel capability need through application of systems engineering, including Integrated System Design and System Capability and Manufacturing Process Demonstration."
DIAGNOSIS,4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1.4.2.3,"The ability to identify a medical or dental condition, disease, or injurDiagnostic procedures are complimentary to relevant history, signs and symptoms, and results of physical examination."
Direct,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.5,The ability to employ resources to achieve an objective.
Directed Energy (ML),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2.1.8,The ability to minimize the effects of directed energy attacks which have the potential to kill personnel and destroy physical assets.
Directed Energy (MN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2.2.7,The ability to minimize the effects of directed energy attacks which do not have the potential to kill personnel and destroy physical assets.
Directory Services,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.2.3.7,"The ability to provide, operate, and maintain a global directory of users, to include directory synchronization with other lower-level systems and information integrity."
Disability Counseling and Coaching,4,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1.4.2.6.1,"The ability to provide severely injured or ill service members and families access to a network of professional counseling, information and resources that provide personal support and assistance from injury to reintegration, separation or medical retirement."
Disability Evaluation,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3.2.3,The ability to provide comprehensive assessment of a Service member's fitness for continued service and recommend a disability disposition or return to duty recommendation.
Disease Management:,5,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1.4.2.4.6.1,"The ability to provide an organized effort to achieve desired healthcare outcomes in populations with prevalent, often chronic, diseases or conditions for which healthcare practices may be subject to considerable variation."
Disposal of Installation Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7.1.5,"The ability to provide functional real property installation assets with utilities – energy, water, and wastewater; contract and real property management; pollution prevention; and essential services throughout natural or manmade disasters."
Disseminate Information,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,5.2.1.3,The ability to present the refined information to enable comprehension.
Distill Information,4,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,5.2.1.2,"The ability to individually and collectively comprehend the implications of the character, nature, or subtleties of information about the environment and situation to aid decision-making."
Distill Information,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,5.2.1.2,The ability to filter and refine the discovery and selection of information.
Distributed Computing,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.2.2.2,"The ability to provide a virtual computing capability to an end user or application through federation of distributed, location-independent computing resources."
Doctrine,6,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1.2.4,The ability to provide fundamental principles that guide the employment of US military forces in coordinated action toward a common objective and serves to make US policy and strategy effective in the application of US military power.
Document Problem Elements,6,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,5.3.1.2,The ability to produce a description of the situation based on the analysis of the guidance and synthesized information.
Documents & Media (HBC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.4.5,"The ability to obtain information from acquired, seized or open-sourced documents and electronic media."
DODIN Capabilities,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.1,"The actions taken to design, build, configure, secure, operate, maintain, and sustain DOD communications systems and networks in a way that creates and preserves data availability, integrity, confidentiality, as well as user/entity authentication and non-repudiation."
Economic Adjustment Activities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7.1.6,"The ability to assess, preserve, maintain, and repair any built, natural, and cultural installation assets. Includes regular surveys and inspections, and measures to comply with environmental and conservation requirements."
Educating,5,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1.2.3,"The ability to convey general bodies of knowledge and develop habits of mind applicable to a broad spectrum of endeavors to foster breadth of view, diverse perspectives, critical analysis, and abstract reasoning."
Electromagnetic Pulse (ML),3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7.2.1.5,The ability to minimize the effects of electromagnetic pulse attacks which have the potential to kill personnel and destroy physical assets.
Electromagnetic Pulse (MN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2.2.4,The ability to minimize the effects of electromagnetic pulse attacks which do not have the potential to kill personnel and destroy physical assets.
Electromagnetic Spectrum (ENK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.5,"The ability to execute a specified course of action in or through cyberspace through the employment of a device, computer program, or technique, including any combination of software, firmware, or hardware, designed to create an effect in or through cyberspace."
Electromagnetic Spectrum (MN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2.2.8,The ability to minimize the effects of electromagnetic spectrum attacks which do not have the potential to kill personnel and destroy physical assets.
Electronic Emissions (SC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.1.2,The ability to intercept and derive information from non-communication-related emitter transmissions.
Electro-Optical (IC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.2.1,"The ability to obtain a visual presentation of any natural or man-made feature, object, or activity derived from the ultraviolet through far infrared electromagnetic spectrum."
Electro-Optical (MSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.3.1,"The ability to collect information on phenomena that emit, absorb, or reflect electromagnetic energy in the ultraviolet through infrared spectrum."
Emergency Services,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,4.7.2.1,"The ability to conduct demolition and disposal activities resulting in the removal of installation assets from the asset inventory by any means, with consideration of the impact to local communities."
Emergency Services,4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1.4.2.4.2,"The ability to provide the initial evaluation, diagnosis, treatment, and disposition of any patient requiring expeditious medical, surgical, or psychiatric care. Emergency services may be provided in a hospital-based or freestanding emergency department (ED), in an urgent care clinic, in an emergency medical response vehicle, or at a disaster site."
End User Services,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.2.2.4,"The ability to provide client computing devices and management of those devices. Provide mobile voice, data and video devices. Management of those devices, to include pagers, cell phones, wireless/cellular enabled Personal Data Assistants (PDAs), or other end user devices used by individuals to access information, applications and services."
Engage Partners,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,8.2.1.1,"The ability to integrate and synchronize interaction with selected domestic and foreign institutions, countries, or populations under available identified and aligned authorities and resources authorities to facilitate development of formal or informal relationships."
Engagement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,"The ability to secure areas beneath the surface of the earth (bunkers, basements, tunnels, caves, etc.)."
Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,The ability to provide coordinated and synchronized contracted support being executed in a designated operational area in support of the Joint Force.
Enhance Mobility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6.2.2,"The ability to integrate land use, bills of material and forecasts, and construction requirements that facilitate project execution and developing infrastructure and facilities."
Enhance Partner Capabilities and Capacities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2.3.2,The ability to assess and facilitate the development of partner capabilities and capacities in a manner that takes into account the partner's ability to sustain them and advances partnership goals and mutual interests.
Enhance Physiological Capability,5,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1.4.1.1.5,"The ability to improve DoD expeditionary personnel success within the physiological domain to decrease brain injury (neuroprotection), manipulate metabolic processes (related to water intake, nutrition, and waste production), and enhance the ability to withstand trauma and maintain enhanced performance."
Enhance Psychological Resilience,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1.4.1.1.8,"The ability to enhance DoD expeditionary forces’ resistance to, and recovery from, the emotional outcomes of combat, adversity, and trauma; prevent psychological dysfunction; and strengthen protective factors to stress and negative events. This includes activities that support the early detection and management of combat and operational stress reactions (COSR) in order to preserve mission effectiveness and warfighting capabilities and mitigate the adverse physical and psychological consequences of exposure to severe stress. In the deployed setting, the MHS will support the Military Departments’ implementation of combat and operational stress control (COSC) policies and programs to enhance readiness, contribute to combat effectiveness, enhance the physical and mental health of deployed military personnel, and prevent or minimize adverse effects associated with combat and operational stress."
Enhance Survivability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6.2.4,"The ability to locate and neutralize the full range of enemy and friendly explosive hazards that may impede routine operations, decrease mobility or present a threat to force protection. It includes the capability to locate, avoid, and neutralize hazards in concert with mounted or dismounted maneuver (breach) or as part of tactical/operational movement (route clearance)."
Enhance Warfighter Learning  Communications and Decision-making,6,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1.4.1.1.4,"The ability to enhance individual and team learning/training with high retention of knowledge/skills, individual and team communication, situational awareness (SA), and decision-making."
Enhance Warfighter Sensory  Cognitive  and Motor Capabilities,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.4.1.1.3,"The ability to enhance and sustain sensory capabilities; manage/control sensory inputs; enhance and sustain cognitive performance; and monitor, assess, and use the physical and mental status of individual Warfighters and units to enhance commanders' decision-making.  This capability focuses on physiological/metabolic and neurocognitive processes underlying sensory, cognitive and motor capabilities. It involves enhancing, controlling, or sustaining sensory capabilities. Sustainment aims at maintaining baseline sensory capability in other-than-optimal operational environments involving, for example, laser threats, anti-vision weapons, or conditions resulting in short and long term hearing loss. Enhancements include, but are not limited to, recognition of sensory stimuli beyond unaided levels (i.e., vision and hearing abilities enhanced beyond enemy capabilities but without loss of normal aspects such as visual field, acuity, and depth perception). Improved capabilities are especially needed under austere conditions such as fog, smoke, low light, or excessive sensory inputs (e.g., glare, explosions, engine noise, etc.).  Cognitive capability enhancement includes augmenting perception, comprehension, mental model formulation, and future projection to maximize performance and decision-making. Failure can lead to task saturation, information overload/inadequacy, stress, and errors.  Motor capability enhancement can include sustaining baseline physical capability for extended durations in other-than-optimal operational environments (e.g., when degraded from injury, illness or incapacitation as a result of operational exposures); increasing abilities above baseline levels for speed, endurance, strength, and faster than normal physical conditioning; and providing commanders the ability to assess/utilize/incorporate the real time physical and mental status of s DoD expeditionary personnel in their decision-making processes."
Enhanced Language  Regional EXpertise and Culture (LREC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2.1.3,"The ability to understand the history, language, cultures, beliefs, social structures, politics, and economics of allies, partners, and foreign population to effectively execute missions across the spectrum of military operations."
En-route Care,6,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1.4.1.5.3,"The ability to provide continuation of healthcare for critically injured/ill Warfighters accompanied by trained medical providers while being moved to increased medical care capabilities or to a site for final disposition or RTD (JP 1-02). En-route care, which is a shared capability with casualty management, requires detailed coordination, standardization and synchronization. This includes the capability to direct and manage a PM safety program which allows for evaluation of the quality of care standards and process improvement."
Ensure the Physical and Mental Health of the Redeployed Force,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1.4.1.2.4,"The ability to evaluate and predict physical and mental health effects on a redeployed Warfighter (routine screening and follow-up of immediate and long-term health threats); communicate effective implementation strategies to decision-makers; and provide effective communication and accountability systems enabling contact between commanders, their injured Warfighters, and families."
Enterprise Application Software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.2.3.8,The ability to provide productivity enhancement software made available to all users.
Enterprise Architecture,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9.2.5,"The ability to conduct reviews with appropriate rigor to improve and support policy development, decision making, management, and administration of DOD capabilities, programs and activities."
Enterprise Messaging,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.2.3.6,"The ability to perform electronic messaging between users and organizational entities across the enterprise, including providing customer support."
Enterprise Services,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.2,The ability to provide to all authorized users awareness of and access to all DOD information and DOD-wide information services.
Enterprise-Wide Assessment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2.3,"The ability to translate, validate and prioritize capability and capacity requirements or gaps and manage risk to support DOD strategy."
Environmental,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.4.1.4.3.1,"Occupational and environmental health surveillance in garrison and deployed environments will ensure threat and hazard sampling, detection, identification, quantification, risk assessment, and follow-up documentation are performed."
Establish and Maintain Unity of Effort with Mission Partners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1.1,"The ability to receive, store, prepare and serve nutritious meals, authorized enhancements, and supplements in a sanitary dining facility at an enduring location or afloat based on Service ration cycle and mix, with the ability to project meals to disbursed populations."
Establish Collaboration Policies,9,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,5.1.3.1,"The ability to understand, select and synthesize contributing functional competencies to achieve optimized action."
Establish Collaborative Procedures,9,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,5.1.3.2,"The ability to provide command priorities, intent, guidance, and standards to planning, execution, and assessment."
Establish Collective Meaning (Collaboration),7,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,5.2.3.2,The ability to form collective perspective of the situation.
Establish Commander's EXpectations,6,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,5.1.2.5,The ability to determine existing and future functional competencies.
Establish Intent and Guidance,8,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,5.4.4,"The ability to formulate a concise expression of purpose, methods, acceptable risk, and desired end state."
Establish Lines of Communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6.1.3,"The ability to employ engineering capabilities and activities, other than combat engineering, that modify, maintain, or protect the physical environment. Examples include: the construction, repair, maintenance, and operation of infrastructure, facilities, lines of communication and bases; terrain modification and repair; and selected explosive hazard activities."
